id|created_at|text
1009858497289359360|2018-06-21 18:00:02|"b""The incredible increase in $JHX 's ownership level.\nCheck out the screenshot of the list of Top 10 biggest investor\xe2\x80\xa6 https://t.co/PTFUK3Hnp4"""
1009843398092709888|2018-06-21 17:00:02|"b""$O Realty Income Corp's financial performance has become stronger compared to what it was in the previous quarter,\xe2\x80\xa6 https://t.co/k5WlCOpWAs"""
1009828293720276994|2018-06-21 16:00:01|b'The average value of short sales to the total trading volume is 44.54%, but for $TECK it is 68.5%. This is the wors\xe2\x80\xa6 https://t.co/3H2oF7b3Z2'
1009813196784336896|2018-06-21 15:00:02|b'Check out a medium-term strategy for $YEXT that would earn 44% gain down below.\n#stocktrading #trading #investing https://t.co/5F7eI0M1Im'
1009798093049663488|2018-06-21 14:00:01|"b""McDonlds' stocks are #bullish, according to the analysts\xe2\x80\x99 predictions. Currently,$MCD is traded at $162.56, while a\xe2\x80\xa6 https://t.co/zxGpXjUiqJ"""
1009541399329456128|2018-06-20 21:00:00|"b""Find out why $BKNG $WP $FB $BRK.A $VICI and 5 more companies are on our list of ''10 Companies Institutions Bet on\xe2\x80\xa6 https://t.co/HqV8OEhE4v"""
1009526300300570624|2018-06-20 20:00:00|"b""$AXON is StockMetrix Stock of the Week!\n''Investors should consider buying Axovant, because..''\n#stocks\xe2\x80\xa6 https://t.co/lxtOfkW8N9"""
1009511201733206016|2018-06-20 19:00:00|b'Hey guys! Here is the #daily_screener for today:\nSix companies with the Market Cap above two billion that have 80-9\xe2\x80\xa6 https://t.co/NbYsc9Y9q1'
1009496106865061889|2018-06-20 18:00:02|b'$MRT is expecting a reverse of a primary trend from bearish to bullish. Check out eight trend lines tests that pred\xe2\x80\xa6 https://t.co/FMyKczkWou'
1009496019963269120|2018-06-20 17:59:41|b'$PETS $PBH $ESRX and TWO more Drug retailers companies that will boost your returns!\nRead more on\xe2\x80\xa6 https://t.co/pkUc4hu386'
1009482714343530496|2018-06-20 17:06:49|b'RT @CNBC: Exclusive: JPMorgan is unleashing artificial intelligence on a business that moves $5 trillion for corporations every day https:/\xe2\x80\xa6'
1009481001771429896|2018-06-20 17:00:00|b'The $BP stock is overvalued based on the Median P/S value intrinsic model. Currently, the company is trading at $45\xe2\x80\xa6 https://t.co/QQAV2cRUvV'
1009479670901956609|2018-06-20 16:54:43|b'RT @CNBCnow: BREAKING: Amazon, Berkshire Hathaway, JPMorgan Chase appoint Dr. Atul Gawande as CEO of healthcare venture https://t.co/Vi3URB\xe2\x80\xa6'
1009479132407885824|2018-06-20 16:52:35|b'RT @business: Facebook co-founder Mark Zuckerberg is poised to leapfrog Warren Buffett to become the world\xe2\x80\x99s third-richest person https://t\xe2\x80\xa6'
1009477062044913665|2018-06-20 16:44:21|b'RT @business: The ECB is expecting plow at least 160 billion euros ($185 billion) of maturing debt back into bonds next year https://t.co/a\xe2\x80\xa6'
1009465904793440256|2018-06-20 16:00:01|"b""$NKTR's EPS is negative which means that the company is losing money. Even though the analysts predicted the higher\xe2\x80\xa6 https://t.co/4PyXBFmZak"""
1009458353007808514|2018-06-20 15:30:00|"b""According to the intrinsic value calculated using Graham numbers, stock's minimum value must be $12.14. $HBAN's cur\xe2\x80\xa6 https://t.co/9kOLUNNUvd"""
1009450808738377729|2018-06-20 15:00:02|b'522 institutions own 107.66% in $FANG shares. In the last quarter, their ownership increased by 2.68%. This gives g\xe2\x80\xa6 https://t.co/sMSoO2KKFe'
1009443251852636163|2018-06-20 14:30:00|"b""$NRG's Asset Turnover ratio is close to the industry maximum, which indicates that the company is effectively using\xe2\x80\xa6 https://t.co/XtLYKUnJwF"""
1009289030712942593|2018-06-20 04:17:11|b'RT @CNBC: If you have $100,000 and you\xe2\x80\x99re an unhappy person and you think \xe2\x80\x9c1 million is going to make you happy, it is not going to happen,\xe2\x80\xa6'
1009140958787702784|2018-06-19 18:28:48|"b'""Innovation distinguishes between a leader and a follower.""\n\xe2\x80\x93Steve Jobs https://t.co/vYkmQ6YjRW'"
1009140753220718594|2018-06-19 18:27:59|b'RT @jimcramer: 50 stocks Goldman Sachs thinks can triumph over labor inflation via @BrianSozzi  https://t.co/EWGcCkM1KL'
1009140519715385344|2018-06-19 18:27:03|"b""Sales are a great indicator of the company's financial performance. $BMRN 's sales have beaten their analysts' esti\xe2\x80\xa6 https://t.co/44e6vunhFV"""
1009139983385415680|2018-06-19 18:24:55|"b'RT @CNBC: Goldman Sachs CEO Blankfein on China trade: ""I don\'t think we\'re in a suicide pact on this,"" but ""there\'s a lot of frustration wi\xe2\x80\xa6'"
1009137877777879040|2018-06-19 18:16:33|b'RT @CNBC: 53% of millennials over 21 are receiving financial help from a parent or guardian, report says. https://t.co/7VAOJ3Gqti'
1009137836241670146|2018-06-19 18:16:23|b'$RY is in the top list of companies with highest EPS ratio. This indicates that a company is capable of generating\xe2\x80\xa6 https://t.co/MAUd8Ar8zz'
1009134163339939840|2018-06-19 18:01:48|"b""RT @CNBC: Apple CEO Tim Cook says separating immigrant children at US border is 'inhumane' https://t.co/KOJQNoAJh2"""
1009133187581337600|2018-06-19 17:57:55|b'$AZN is #bullish, according to the analysts\xe2\x80\x99 predictions. Currently, the company is traded at $36.1, while analysts\xe2\x80\xa6 https://t.co/TghEmqqEjg'
1009132207464763392|2018-06-19 17:54:01|"b""RT @CNBC: The combined wealth of the world's millionaires rose for a 6th straight year and topped $70 trillion for the first time ever in 2\xe2\x80\xa6"""
1009131755079634951|2018-06-19 17:52:13|"b""Investors could potentially gain 28.96% on $KAR 's stock by following this medium-term mix.\n#stocks #investing\xe2\x80\xa6 https://t.co/lCgRAplU4G"""
1008756759337586688|2018-06-18 17:02:07|b'RT @markets: Stocks retreated globally as concern grew over the escalating protectionist standoff between China and the U.S. https://t.co/v\xe2\x80\xa6'
1008756738642890758|2018-06-18 17:02:02|"b""$GPS 's Return on assets ratio is close to industry's maximum, so it indicates that the company is earning more mon\xe2\x80\xa6 https://t.co/WtQS8SokMf"""
1008755088733728770|2018-06-18 16:55:29|"b""Today's #daily_screener is related to the technical analysis of stocks. Check out nine 90-100% accurate bullish sig\xe2\x80\xa6 https://t.co/hcZZfi1rUr"""
1008753575684661248|2018-06-18 16:49:28|b'RT @CNBC: Millennial who saved up to $3,400 a month to get out of debt used a brilliant money-saving strategy https://t.co/WH3km5Rx5T'
1008751476309676034|2018-06-18 16:41:08|"b""$CHT 's put options are exceeding its call options, and their historical volatility is higher than the implied one.\xe2\x80\xa6 https://t.co/9tRbSowTxj"""
1008750650958798848|2018-06-18 16:37:51|b'RT @CNBC: Warren Buffett doesn\xe2\x80\x99t think doubling your net worth will make you happier. Here\xe2\x80\x99s why: https://t.co/mmLg4obtCU'
1008750484512002048|2018-06-18 16:37:11|b'RT @Forbes: Cboe and CME Group are now both exploring the ethereum cryptocurrency with a $49.6B market value\nhttps://t.co/aKPDgdLNIl https:\xe2\x80\xa6'
1008742064530558976|2018-06-18 16:03:44|"b""$AIRT 's P/TB Rtio is close to industry's minimum. The lowest values could indicate that the company undervalued be\xe2\x80\xa6 https://t.co/BZlyfaOasT"""
1008740416257187840|2018-06-18 15:57:11|"b""RT @CNBC: Nobody wants to use the 'B' word, but a bubble is upon us, a growing number of market watchers are warning. https://t.co/ImFXA2hA\xe2\x80\xa6"""
1008705497980133376|2018-06-18 13:38:26|"b""Analysts are quite optimistic about the IBM Corp stocks. They predict $IBM 's stock price will reach the average of\xe2\x80\xa6 https://t.co/wbX3ZvUBAr"""
1007714362805518336|2018-06-15 20:00:01|"b""''getting 172 right out of 496 means only being effective 34.7%% of the time''\nA look at backtested results of the\xe2\x80\xa6 https://t.co/hGJYA02XHO"""
1007714362700718080|2018-06-15 20:00:01|"b""$PG is down for 0.63% today. But it is all about strategy:\n''There are two key indicators that could get you almost\xe2\x80\xa6 https://t.co/zBF1gg23oh"""
1007671795846209537|2018-06-15 17:10:52|b'JBHT is more capable of meeting its interest obligations from operating earnings than other companies from the same\xe2\x80\xa6 https://t.co/7Bsy0yBfGr'
1007669065383534592|2018-06-15 17:00:01|"b""$SNAP is up for 1.99% today. ''Those who invested in Snap IPO lost 35%, invested after IPO - lost up to 50%. StockM\xe2\x80\xa6 https://t.co/vp424Yx1pn"""
1007662608202297344|2018-06-15 16:34:21|b'Are you a short term trader? Then here is a #daily_screener for you:\nEight largest companies with the overall summa\xe2\x80\xa6 https://t.co/SXAZ962YQW'
1007662381672161280|2018-06-15 16:33:27|b'RT @business: Fed President William Dudley said foresees need for Fed rate hikes to slow the U.S. economy https://t.co/FOXZN8OJP9 https://t\xe2\x80\xa6'
1007662326248628225|2018-06-15 16:33:14|b'$MS investors are paying 1.15 of equity for each dollar in net assets. This is close to the industry minimum, so th\xe2\x80\xa6 https://t.co/9C7nfMn9wL'
1007659526517149696|2018-06-15 16:22:07|"b'RT @CNBC: Trump has been the most ""bullish and bearish for stocks"" of any president ever, economist Yardeni says. ""That might explain why t\xe2\x80\xa6'"
1007658238521864192|2018-06-15 16:17:00|b'Top 5 largest institutions that have a positive influence to $WPP company performance.\n#stocks #investing #trading\xe2\x80\xa6 https://t.co/LCz4a5UBPy'
1007656085975633927|2018-06-15 16:08:26|b'RT @Reuters: U.S. industrial output dips in May as manufacturing declines https://t.co/dw4HbMDLT5 https://t.co/BeANuzdJYX'
1007639523134713856|2018-06-15 15:02:38|"b""$GD 's seasonal price is expected to grow by 4% from current $195.82 to $203.97 in the next 5 days based on the Sto\xe2\x80\xa6 https://t.co/Jd5AtJRKb5"""
1007639426548236288|2018-06-15 15:02:14|b'RT @CNBC: AT&amp;T CEO tells @SquawkCNBC that the company will launch a new TV viewing service that excludes sports channels, but will be free\xe2\x80\xa6'
1007635312191901696|2018-06-15 14:45:54|b'$MOMO investors could potentially gain 43% return by simply pursuing the meduim-term indicator mix.\nWant to create\xe2\x80\xa6 https://t.co/qMYB5dk26C'
1007623766829092864|2018-06-15 14:00:01|"b""'' $NKE is a more suitable investment for the risk-averse investors while $UAA presents an attractive opportunity f\xe2\x80\xa6 https://t.co/mk83WWtqZw"""
1007412372942680064|2018-06-15 00:00:01|b'NASDAQ: $EA\nVideo Game Giant returns 18%+ Annually with the #StockMetrix strategy. Read more on\xe2\x80\xa6 https://t.co/tZy7848xWM'
1007382170585923584|2018-06-14 22:00:00|"b""''Short float on $NKE sits substantially higher than history, while $UAA doesn\xe2\x80\x99t have nearly as many people betting\xe2\x80\xa6 https://t.co/s1MoJV5vlX"""
1007351973342011393|2018-06-14 20:00:00|b'Look at the backtested data below that highlights 10 stocks provided highest returns by following Zacks analyst est\xe2\x80\xa6 https://t.co/tM4oT4geOE'
1007329322099728384|2018-06-14 18:30:00|b'Can $SNAP stock made 5% annual returns, instead of losses up to 60%?\nRead the full article on\xe2\x80\xa6 https://t.co/qLWvCcYUHz'
1007313726540742656|2018-06-14 17:28:02|"b""RT @Forbes: The world's largest telecom companies 2018 on #Global2000 claim more than $3.4 trillion in assets:\nhttps://t.co/nsSJaxIRqR http\xe2\x80\xa6"""
1007309464758779904|2018-06-14 17:11:05|b'\xe2\x80\x9cSometimes doing your best is not good enough. Sometimes you must do what is required.\xe2\x80\x9d \n- Winston S. Churchill https://t.co/aCrsM2UlTR'
1007309232121765889|2018-06-14 17:10:10|"b""RT @CNBC: There's a strange divergence brewing in the financials, and it could spell trouble for stocks (via @TradingNation) https://t.co/6\xe2\x80\xa6"""
1007306778231615488|2018-06-14 17:00:25|"b""$AAL's current liabilities have increased by $3 billion. Thus, the company has some difficulties with covering its\xe2\x80\xa6 https://t.co/W9hmB0cBN0"""
1007306693666107392|2018-06-14 17:00:05|b'RT @CNBC: Fewer people are using Facebook to get their news, while WhatsApp and Instagram are taking off in some countries, study finds. vi\xe2\x80\xa6'
1007306627886845952|2018-06-14 16:59:49|b'Check out a little fundamentals summary for $AVGO stocks:\n\nIntrinsic Value - Green\nFinancial Statements Analysis -\xe2\x80\xa6 https://t.co/1ryBI0snpx'
1007305033992597504|2018-06-14 16:53:29|"b""MFC 's Life &amp; Health Insurance industry is the top one by the net margin ratio. This indicates industry's ability t\xe2\x80\xa6 https://t.co/A1mba5ujCt"""
1007304916682117121|2018-06-14 16:53:01|b'RT @ReutersBiz: Wall Street edges higher after ECB statement, retail sales data https://t.co/lXGQBanRc6'
1007295443527720960|2018-06-14 16:15:23|"b""40.9% of $AZUL's total trading volume are short sales. The value is higher than the average, so the signal is\xe2\x80\xa6 https://t.co/ceEhFNod8Q"""
1007291576886784001|2018-06-14 16:00:01|b'How $PG BUY&amp;HOLD strategy can be beaten by using Only One Indicator! Read more on https://t.co/47nkU3i0IB\n$EA #EA\xe2\x80\xa6 https://t.co/TiTTnvunUa'
1007284585011597312|2018-06-14 15:32:14|"b""RT @ReutersBiz: Elon Musk's Boring Co to build high-speed commuter system in Chicago https://t.co/OSS3jCndcw https://t.co/H7fWIJE1Fe"""
1007276075175546880|2018-06-14 14:58:25|b'Guys here is our #daily_screener:\nThree medium market cap companies that are positively influenced by the News with\xe2\x80\xa6 https://t.co/DJjD9nw4Vv'
1007275830156955648|2018-06-14 14:57:26|b'RT @business: This startup got $40 million to build a space catapult https://t.co/vAJlet4DMw https://t.co/zx186Wltic'
1007266181005414401|2018-06-14 14:19:06|b'$HLNE investors would potentially earn an almost 70% return, have they followed this medium-term strategy.\nWant to\xe2\x80\xa6 https://t.co/A3KPYjnVTF'
1007266023400144896|2018-06-14 14:18:28|b'RT @business: Why Disney and Comcast are battling over Fox and Sky https://t.co/6RTCSckIk1 https://t.co/h7Tmt2xn8y'
1007262812480122881|2018-06-14 14:05:43|b'$WOW \xe2\x80\x98s short sales consist of 10.35% of their total trading volume. The signal is bullish because investors are no\xe2\x80\xa6 https://t.co/ycmyMcG7Du'
1007034881816162304|2018-06-13 23:00:00|b'Investing with Analysts CAN NOT provide a Boost to Profits! Can it? Find out the answer on https://t.co/v2SFAEfDL8\xe2\x80\xa6 https://t.co/CQskkperVw'
1007012236693401601|2018-06-13 21:30:01|b'$NKE $UAA While #Nike shares race to all-time highs, #UnderArmour sits at ~50% its 2015 peak. However, with money t\xe2\x80\xa6 https://t.co/p5Nm4Ojuqi'
1006997134162292736|2018-06-13 20:30:00|b'$SNAP StockMetrix gets you 5% Return on $SNAP. Find out how investors avoid further losses and even turn a profit b\xe2\x80\xa6 https://t.co/oGPhh3qlI4'
1006966341604134915|2018-06-13 18:27:39|b'$PG Buying and holding a blue-chip stock like $PG for the past 18 years would have made 4.4% Annual return. StockMe\xe2\x80\xa6 https://t.co/QE3q9x32Zf'
1006965332689473544|2018-06-13 18:23:38|b'Read and find out what $EA strategy will enhance your returns! https://t.co/47nkU3zC7b \n#stocks #stockmarket\xe2\x80\xa6 https://t.co/OFcHRCZBFt'
1006951510754897920|2018-06-13 17:28:43|b'RT @WSJ: Opinion: Tariffs and the Tax Cut: A 25% auto levy will limit the tax-cut benefit for Trump voters https://t.co/VhHETDar0Z'
1006950853016805376|2018-06-13 17:26:06|"b'""Investing should be more like watching paint dry or watching grass grow. If you want excitement, take $800 and go\xe2\x80\xa6 https://t.co/sLwe3YYSqM'"
1006950444026028033|2018-06-13 17:24:28|b'Here is a little bonus #daily_screener for today. \nSix largest companies that were targeted very low by analysts wi\xe2\x80\xa6 https://t.co/g258zj7SdS'
1006950173308866561|2018-06-13 17:23:24|b'$ZTO investors could potentially gain 41% return by simply pursuing the short-term (monthly) indicator mix.\n#stock\xe2\x80\xa6 https://t.co/0JSz6DlXKT'
1006947369118781440|2018-06-13 17:12:15|b'RT @ReutersBiz: Wall Street edges higher as Fed decision looms https://t.co/Ew5DKsLQK3'
1006946827734798341|2018-06-13 17:10:06|"b""Investors could potentially gain 28.96% on $ACN 's stock by following this medium-term mix.\n#stocks #investing\xe2\x80\xa6 https://t.co/VW0EEcu2ze"""
1006946064832843779|2018-06-13 17:07:04|"b""RT @CNBC: Twitter is trying to make it easier to spot the news. Here are the changes it's making https://t.co/N1l6sxVuZH"""
1006945968317747201|2018-06-13 17:06:41|"b""Here are today's results of the #daily_screener\nEight large companies that are owned by the institutions and are si\xe2\x80\xa6 https://t.co/d3KGp2fwhY"""
1006945507560869889|2018-06-13 17:04:51|b'RT @CNBC: \xe2\x80\x9cWe\xe2\x80\x99re on the edge\xe2\x80\x9d of a trade war, said Alan Greenspan. \xe2\x80\x9cI think we should be very sad if we do, because the presumption is that\xe2\x80\xa6'
1006941890653147145|2018-06-13 16:50:29|b'$AMAT is #bullish, according to the analysts\xe2\x80\x99 predictions. Currently, the company is traded at $50.58, while analys\xe2\x80\xa6 https://t.co/IGP9J35c44'
1006940814176673795|2018-06-13 16:46:12|"b'RT @themotleyfool: As The Beatles sang, ""I don\'t care too much for money/money can\'t buy me love.\xe2\x80\x9d But being out of sync on your personal f\xe2\x80\xa6'"
1006910944218374144|2018-06-13 14:47:31|"b""$CNHI has outperformed its industry with P/E ratio close to industry's minimum.\nTop 3 Best companies by P/E ratio a\xe2\x80\xa6 https://t.co/Geh8rnRFQ8"""
1006786004999720961|2018-06-13 06:31:03|b'RT @FinancialTimes: Vietnam has approved a new cyber security law to restrict Facebook, Google and other tech companies. The law also bans\xe2\x80\xa6'
1006590327619248128|2018-06-12 17:33:30|"b'""Not everything that can be counted counts, and not everything that counts can be counted.""\n- Albert Einstein https://t.co/fxHczD7Ljw'"
1006588929083047941|2018-06-12 17:27:56|b'$CADE failed the wedge down, and other seven tests are supporting the bullish trend. Thus, there is no expectation\xe2\x80\xa6 https://t.co/EMOXYGiMn1'
1006574611285331968|2018-06-12 16:31:03|"b""Analysts didn't expect $YUMC's sales to go up as much as they did in the last quarter. The company beat analysts' e\xe2\x80\xa6 https://t.co/OibFoZLAbz"""
1006574387989045250|2018-06-12 16:30:10|b'RT @business: Exxon takes baby steps to expand oil trading business https://t.co/5C1JqNSr1d https://t.co/5eMqNp6YSG'
1006574357395722240|2018-06-12 16:30:02|b'RT @nytimesbusiness: Goldman Sachs will jump into the social impact investing world, using a billionaire investor\xe2\x80\x99s metrics to build a new\xe2\x80\xa6'
1006571970526314497|2018-06-12 16:20:33|b'$WLTW currently trades at $157.51, and its seasonal price is expected to grow to $174.71 (+10%) in the next five da\xe2\x80\xa6 https://t.co/H1xQ4ijFoi'
1006571763575197697|2018-06-12 16:19:44|b'RT @MarketWatch: A deep look at the stocks held by this money manager Warren Buffett admires https://t.co/HOhoB25DkV'
1006567891330850818|2018-06-12 16:04:21|b'$JNJ has shown great results in its Financial Statements in the previous quarter. Even if it closed the quarter wit\xe2\x80\xa6 https://t.co/diTny5Z8AF'
1006546102613618688|2018-06-12 14:37:46|"b""$UNH's current medium-term strategy shows 67.93% return.\nCreate your own strategy and test its profitability using\xe2\x80\xa6 https://t.co/rKJkJgicpz"""
1006472942287499264|2018-06-12 09:47:03|b'RT @CNBC: Apple doesn\xe2\x80\x99t want you mining cryptocurrencies on your iPhone. The tech giant has updated its developer guidelines to explicitly\xe2\x80\xa6'
1006472630889787392|2018-06-12 09:45:49|b'RT @CNBC: Watch Steve Jobs passionately defend his commitment to Apple in 1997. https://t.co/4FGPEFkDHL https://t.co/M9b8dMPgbA'
1006215855770873862|2018-06-11 16:45:29|"b'""If money is your hope for independence you will never have it. The only real security that a man will have in this\xe2\x80\xa6 https://t.co/6AbO92AEBi'"
1006215754373574656|2018-06-11 16:45:05|b'The average value of short sales to the total trading volume is 34.62%, but it is 55.08% for $PG. This is close to\xe2\x80\xa6 https://t.co/h3dKY87yIu'
1006215088611758080|2018-06-11 16:42:26|"b""Sales are a great indicator of the company's financial performance. $BA's sales have beaten the analysts' estimates\xe2\x80\xa6 https://t.co/kRqMqCzJ47"""
1006213652129697794|2018-06-11 16:36:43|"b""''There are two key indicators that could get you almost TWICE the BUY and HOLD return rates in the same period of\xe2\x80\xa6 https://t.co/okRngGFiuB"""
1006207783753146369|2018-06-11 16:13:24|"b""$ORCL's financial performance has become weaker compared to what it was in the previous quarter, so the signal is r\xe2\x80\xa6 https://t.co/sVKSo3FKJ8"""
1006207420790657024|2018-06-11 16:11:58|"b""RT @jimcramer: .@EricJhonsa: How Verizon's CEO change could impact Cisco, T-Mobile, Google and others https://t.co/RXCWcLoRfV"""
1006206342187581440|2018-06-11 16:07:41|"b""RT @YahooFinance: Domino's Pizza unveils U.S. infrastructure project filling potholes https://t.co/PHOXUIvRsP by @aarthiswami https://t.co/\xe2\x80\xa6"""
1006205925592576000|2018-06-11 16:06:01|"b""Wow! $AMZN's current medium-term strategy shows 67.93% return.\nCreate your own strategy and test its profitability\xe2\x80\xa6 https://t.co/I6a5TeAc2c"""
1006195696272400390|2018-06-11 15:25:22|"b""$PFE's Call options exceed its Puts, and Implied Volatility is a lot higher than the historical one. Hence, the sig\xe2\x80\xa6 https://t.co/XKNZDm7iKO"""
1006195570996891648|2018-06-11 15:24:52|b'RT @CNBC: Warren Buffett, Sara Blakely and 6 other self-made billionaires who went to public school https://t.co/BE8MJau6Zu'
1006187465814757377|2018-06-11 14:52:40|"b""$CVX outperformed analysts' expectations for EPS. Should we expect it to beat future forecasts as well?\n#stocks\xe2\x80\xa6 https://t.co/3iNMMZGT5U"""
1006187273933582336|2018-06-11 14:51:54|b'RT @ReutersBiz: Wall Street opens flat ahead of U.S.-North Korea summit https://t.co/nc8TXiM1OV'
1006180931198218240|2018-06-11 14:26:42|"b""Analysts are quite optimistic about the AT&amp;T Inc stocks. They predict $T's stock price will reach the average of $3\xe2\x80\xa6 https://t.co/tef9DCEGZ7"""
1006093935469613057|2018-06-11 08:41:01|"b""RT @ReutersBiz: China's Xiaomi books $1 billion quarterly loss ahead of blockbuster IPO https://t.co/Q9wJraAX1v"""
1005147154812465152|2018-06-08 17:58:51|"b'""Buy when everyone else is selling and hold until everyone else is buying. That\xe2\x80\x99s not just a catchy slogan. It\xe2\x80\x99s th\xe2\x80\xa6 https://t.co/EyzdRyujV2'"
1005146794437771264|2018-06-08 17:57:25|b'$MDT \xe2\x80\x98s short sales consist of 17.29% of their total trading volume. The signal is bullish because investors are no\xe2\x80\xa6 https://t.co/tXWKUILTgh'
1005145138463760387|2018-06-08 17:50:50|b'Check out our Evie AI at https://t.co/bXLuF5yHtZ\nEvie uses Machine Learning and Deep Learning methods to analyze st\xe2\x80\xa6 https://t.co/wjTrIlrtt0'
1005142312438108163|2018-06-08 17:39:36|"b""Analysts' predicted minimum price for $UTX is $152. However, $UTX 's current value is $127.58, and we can say with\xe2\x80\xa6 https://t.co/jLLdJJaiIq"""
1005132013509251073|2018-06-08 16:58:41|"b""Macroeconomic car production indicator has a bad influence on the $TTM 's stocks, so it may be a significant bearis\xe2\x80\xa6 https://t.co/2ndwiSRpSz"""
1005128441249845248|2018-06-08 16:44:29|b'RT @WSJ: How the spring selloff in tech stocks has been completely erased https://t.co/xMG979tAIB'
1005125562288001024|2018-06-08 16:33:03|"b""Very accurate $RY 's Return on Equity shows great results! $RY stocks generate $1.67 per $1 invested which is close\xe2\x80\xa6 https://t.co/99iDVB519n"""
1004931133069459456|2018-06-08 03:40:27|b'What else should we expect from $FB? https://t.co/jy65YnDShr'
1004774838022672384|2018-06-07 17:19:23|"b""$UPS ' intrinsic value by Peter Lynch Fair value model's signal is green that indicates an undervalue, but Dividend\xe2\x80\xa6 https://t.co/ycu9VzQuvo"""
1004774431347171328|2018-06-07 17:17:46|b'I will tell you the secret to getting rich on Wall Street. You try to be greedy when others are fearful. And you tr\xe2\x80\xa6 https://t.co/rncs7WdbD3'
1004774366155038720|2018-06-07 17:17:31|b'RT @Reuters: Trump\xe2\x80\x99s tariff on imported solar panels has led U.S. renewable energy companies to cancel or freeze investments worth more tha\xe2\x80\xa6'
1004773947131482114|2018-06-07 17:15:51|b'$BG is not able to pay its interest so efficiently, even if they have a cheap debt based on the Cost of debt ratio.\xe2\x80\xa6 https://t.co/W2Hefz9svP'
1004767512855302145|2018-06-07 16:50:17|b'RT @charliebilello: My favorite quote on trading...\n\n\xe2\x80\x9cDon\xe2\x80\x99t be a hero. Don\xe2\x80\x99t have an ego. Always question yourself and your ability. Don\xe2\x80\x99t\xe2\x80\xa6'
1004760530538528768|2018-06-07 16:22:32|"b""$WLK 's financial performance became worse compared to previous quarter. Be aware, it is a red signal.\n#investing\xe2\x80\xa6 https://t.co/IYz8NPCxlc"""
1004760416705236992|2018-06-07 16:22:05|"b""RT @ReutersBiz: UPDATE: McDonald's shares up 2.2. percent after report that company is planning a new round of layoffs $MCD https://t.co/Pr\xe2\x80\xa6"""
1004755468307324929|2018-06-07 16:02:25|"b""$UAL currently trading at $70.36, but its intrinsic value based on Peter Lynch Fair Value model's value is $169.25,\xe2\x80\xa6 https://t.co/Vg9DkL9qbw"""
1004425481675067393|2018-06-06 18:11:10|b'$F is the second best company in its industry by the P/S ratio. It is also one of the worst companies by the Pretax\xe2\x80\xa6 https://t.co/YuxaWJHDy7'
1004425369955553287|2018-06-06 18:10:44|"b""Successful results of $TSLA 's shareholder meeting https://t.co/yBEEw6CyPS"""
1004422759806652416|2018-06-06 18:00:21|b'$IBM currently trades at $143.7. Average intrinsic value based on the Dividends Growth Model is $207.08. Hence, the\xe2\x80\xa6 https://t.co/jZTAY95PHX'
1004422687979130881|2018-06-06 18:00:04|b'$OKTA investors could potentially gain 102% return by simply pursuing the meduim-term indicator mix.\n#stocks\xe2\x80\xa6 https://t.co/7we9eBHX8g'
1004401284315836418|2018-06-06 16:35:01|"b'""When you look back at your body of work no matter what your career path, by the time you hang \'em up, if you can s\xe2\x80\xa6 https://t.co/vT7lfrvSwE'"
1004394093508812801|2018-06-06 16:06:27|"b""Amazing news for $EHC 's stock options investors: the company's signal is bullish thanks to call options exceeding\xe2\x80\xa6 https://t.co/C6eO6CFWm8"""
1004393992476340225|2018-06-06 16:06:03|b'RT @CNBCnow: Market Check: Dow up nearly 200 points as Boeing, JPMorgan Chase, Goldman Sachs shares rise https://t.co/5e4vdx4Ng3 https://t.\xe2\x80\xa6'
1004377047685353472|2018-06-06 14:58:43|"b""$REGN 's seasonal price is expected to fall by 9% from current $311.85 to $281.85 based on the Stockmetrix seasonal\xe2\x80\xa6 https://t.co/xj9SqaQUly"""
1004376616993214464|2018-06-06 14:57:00|b'RT @CNBC: This 18-year-old launched a hedge fund from his bedroom in suburban New Jersey https://t.co/YRQfZKQnfA'
1004372492658663424|2018-06-06 14:40:37|"b""$TWTR just joined S&amp;P 500 and we expect it to support the company's trend. Check out Stickmetrix trend analysis scr\xe2\x80\xa6 https://t.co/hcVSgnfDRm"""
1004367190638940160|2018-06-06 14:19:33|b'With the NBA playoffs hitting full stride, sports analysts whimsically compare Lebron James to Michael Jordan. Near\xe2\x80\xa6 https://t.co/gRwoYGQ6Qh'
1004360071697051649|2018-06-06 13:51:15|b'@michaelbatnick That is like a view from the moon! $AAPL'
1004328765953110016|2018-06-06 11:46:51|b'@Exp_Mark Hi Mark! Thank you for participating in our contest. We appreciate your interest in our app.\nHere is how\xe2\x80\xa6 https://t.co/gIfKYCIq5I'
1004119694658371584|2018-06-05 21:56:05|"b""Today's #daily_screener! \nLargest bullish companies by the highest expected seasonal stock price with 90-100% accur\xe2\x80\xa6 https://t.co/ifNkGxi3sD"""
1004110119301414912|2018-06-05 21:18:02|"b'Want to test your trading skills and see how much you can potentially earn? Our ""Backtest"" function will help you d\xe2\x80\xa6 https://t.co/hmeLYLni3A'"
1004105338176589824|2018-06-05 20:59:02|"b""Sales are a great indicator of the company's financial performance. $RY 's sales have beaten their analysts' estima\xe2\x80\xa6 https://t.co/sXNMOpgqSy"""
1004105257289437190|2018-06-05 20:58:43|"b""RT @CNBC: Legendary investor Leon Cooperman says this is the No.1 thing investors should look for when they're looking at companies. https:\xe2\x80\xa6"""
